,id,app_size_bytes,app_price,app_rating_count,app_rating,app_content_rating,app_genre,app_total_supported_langs
2030,591923366,9756672,2.99,307,4.5,4+,Productivity,6
2031,592331499,161335296,0,2082,5,4+,Photo & Video,6
2032,592371118,33414144,0,0,0,4+,Entertainment,1
2033,592447445,51642368,0,90355,3.5,4+,Photo & Video,25
2034,592682163,92662784,0.99,2505,4.5,4+,Games,1
2035,592725830,15023104,1.99,130,2,4+,Productivity,1
2036,593042008,131316736,24.99,1,1,12+,Medical,2
2037,593306620,6323200,3.99,525,4.5,4+,Utilities,1
2040,593451567,68932608,1.99,1941,4.5,4+,Games,1
2042,593658634,256817152,0.99,2232,4.5,12+,Games,5
2043,593715088,24890368,0,66002,4.5,4+,Games,18
2044,593828513,213117952,0,198,4.5,17+,Shopping,2
2045,594117733,308125696,1.99,104,4,4+,Games,3
2046,594145971,186056704,0,14,5,17+,Finance,2
2047,594802437,278532096,0,41428,4.5,9+,Games,14
2048,594811233,89981952,1.99,3025,4.5,9+,Games,1
2049,594851821,240980992,4.99,96,3,12+,Games,1
2050,595098366,118532096,0,2,2.5,12+,Games,1
2052,595246296,135656448,0.99,0,0,4+,Navigation,1
2055,595303942,123812864,0,5230,4,4+,Games,11
2056,595558452,131642368,0,80308,4.5,12+,Games,1
2058,595689324,87406592,0.99,2298,4,9+,Games,1
2059,595831580,218399744,1.99,14912,4,9+,Games,10
2060,596006531,130438144,0,78,4,4+,Games,1
2061,596026805,39256064,9.99,166,4.5,4+,Photo & Video,6
2062,596040849,552239104,3.99,0,0,4+,Education,1
2063,596133590,38045696,0,13237,3.5,4+,Entertainment,13
2064,596402997,147123200,0,464312,4.5,9+,Games,16
2065,596677177,361828352,4.99,4422,4,9+,Games,8
2066,596684220,843794432,19.99,2747,4.5,12+,Medical,1
2067,596796565,15147008,0.99,53,4.5,4+,Health & Fitness,25
2069,597426372,35823616,0,1205,3,4+,Entertainment,2
2070,597855590,70336512,0,198050,4.5,4+,Games,1
2071,597986893,98507776,0,267394,4.5,9+,Games,6
2072,598127498,71242752,0,0,0,4+,Shopping,2
2073,598241102,34690172,0.99,10477,4.5,17+,Games,1
2074,598542901,20610048,3.99,594,4.5,4+,Photo & Video,19
2075,598581396,292712448,1.99,6419,4.5,9+,Games,1
2076,598581619,438824960,2.99,11447,5,9+,Games,1
2077,598603610,1080938496,0,43770,4.5,4+,Games,5
2078,599083564,394020864,0,6009,3.5,4+,Entertainment,2
2079,599456126,16607232,0.99,34,4,4+,Health & Fitness,2
2080,599456380,23047168,0,445,4.5,4+,Health & Fitness,2
2081,599515468,133768192,0,9875,4.5,4+,Games,9
2082,599534650,88886272,0,4818,4.5,4+,Photo & Video,3
2083,599608562,67586048,0,53,2.5,4+,Shopping,15
2084,599664106,89138176,0,8014,4.5,17+,Sports,1
2085,599694143,20853760,2.99,322,4.5,4+,Education,1
2087,599852923,209825792,0,5237,4.5,12+,Games,1
2088,599955633,82397184,2.99,1044,4.5,4+,Games,1
2089,600093562,543456256,9.99,0,0,4+,Education,1
2090,600093661,76558336,0,440,4,4+,Education,1
2091,600273928,91323392,0,9,3.5,17+,Finance,1
2092,600626116,43646976,0.99,570,4.5,4+,Games,16
2093,600674056,126216192,0,186089,5,4+,Games,1
2095,601137830,8078336,2.99,411,3,4+,Entertainment,15
2096,601584735,161118208,4.99,6891,4.5,4+,Games,1
2097,601831815,49524736,2.99,9095,4.5,12+,Games,1
2098,602065803,84934656,0.99,10604,4.5,4+,Games,11
2099,602716057,78570496,0,12402,4.5,17+,Shopping,2
2100,603092599,63549440,0.99,4251,4,4+,Photo & Video,1
2101,603527166,97505280,0,126233,4.5,4+,Games,9
2102,603529731,48369664,1.99,2972,4.5,4+,Games,9
2103,604186826,339898368,0,55548,4,4+,Games,8
2104,604376012,48181248,2.99,418,4,12+,Games,6
2105,604687408,32999424,0.99,19,2.5,17+,Food & Drink,1
2106,605040858,34903040,4.99,53,2.5,4+,Education,10
2107,605057245,112133120,0,2555,4.5,9+,Games,2
2108,605477810,67679232,2.99,50,3.5,12+,Sports,1
2111,606190854,124666880,0,141634,5,17+,Games,12
2112,606310581,61157376,3.99,7643,4.5,4+,Photo & Video,12
2113,606413051,141391872,0,22079,4.5,4+,Games,1
2114,606800657,135512064,0,10514,4.5,9+,Games,2
2115,606910110,215833600,1.99,38,3.5,4+,Games,10
2116,607527020,24502272,1.99,2374,4.5,4+,Games,1
2117,608188610,120056832,0,39501,4.5,4+,Photo & Video,18
2118,608206510,262421504,0,187579,4.5,4+,Games,14
2119,608263551,61128704,0,138,4,4+,Productivity,1
2120,608707318,128262144,2.99,8249,4,4+,Games,1
2121,608847384,42917888,0,17254,5,9+,Games,3
2122,608899141,67177472,0.99,9003,5,4+,Games,10
2123,608901634,118273024,0.99,4294,4.5,4+,Games,10
2124,609405853,138589184,2.99,342,4,4+,Education,19
2125,609524351,5292032,0,12,3.5,4+,Weather,1
2126,609577016,167030784,14.99,1808,4.5,9+,Games,12
2128,609598558,170882048,1.99,964,4.5,4+,Lifestyle,32
2129,609636705,65107968,2.99,1,1,4+,Education,1
2130,609649044,902940672,2.99,0,0,4+,Education,1
2131,609704981,33418240,2.99,35109,4,4+,Games,1
2132,610003290,3013255168,0.99,37673,4,12+,Games,18
2133,610386042,211591168,0.99,0,0,4+,Reference,1
2134,610391947,1777940480,0,188568,4.5,12+,Games,15
2135,610955645,1223352320,4.99,903,3.5,4+,Entertainment,5
2136,611071723,235831296,0.99,1257,4,4+,Games,1
2137,611436052,2469642240,9.99,8767,4,12+,Games,5
2139,613398383,376676352,0,2196,4,4+,Education,8
2140,613464159,68850688,0,25,3,4+,Weather,30
2141,613980069,11411456,0,431,4,4+,Catalogs,1
2145,615187629,95378432,0,16221,4.5,4+,Photo & Video,4
2146,615256100,51575808,0,1193,3.5,9+,Entertainment,8
2147,615563599,140902400,1.99,57878,4.5,4+,Photo & Video,8
2148,616027251,53620736,0.99,1766,4.5,4+,Games,30
2150,616589689,108208128,4.99,0,0,4+,Games,1
2151,616655687,502828032,0,116620,4.5,4+,Games,8
2152,616728264,103088128,0.99,567,4.5,12+,Games,1
2153,616728746,2039808,1.99,230,4,4+,Photo & Video,1
2154,617098629,117678080,0,4057,4.5,4+,Education,3
2155,618687721,13448192,0,6,4,4+,Lifestyle,1
2156,618790117,52002816,5.99,1478,4,4+,Photo & Video,12
2157,619481402,112607232,0,13142,4,4+,Games,8
2158,619517698,149581824,3.99,15398,4,9+,Games,7
2159,620112416,112668672,0,75034,4,4+,Games,6
2160,620262310,102477824,0,16,4.5,17+,Education,2
2161,620447173,44564480,0,8,4,4+,Health & Fitness,1
2164,621167809,40026112,0,0,0,4+,Lifestyle,1
2165,621491290,243441664,0,2500,4,4+,Games,1
2166,621561671,97549312,0.99,864,4.5,4+,Entertainment,13
2167,621574163,76257280,0,10511,4,4+,Photo & Video,9
2168,622434129,128229376,0,7503,5,4+,Photo & Video,9
2169,622559167,70040576,4.99,0,0,4+,Education,2
2170,622613679,55344128,3.99,19784,4,9+,Games,1
2171,623158699,81372160,0,8311,4.5,4+,Entertainment,13
2172,623193844,154353664,2.99,527,4.5,4+,Education,19
2173,623592465,90467328,0.99,9567,4.5,12+,Games,2
2174,623789705,187049984,0,2758,4,9+,Games,1
2175,623856305,58659840,2.99,41,3.5,4+,Business,29
2176,624533261,107245568,0,67861,4.5,9+,Games,1
2177,624653112,130893824,1.99,2846,4,9+,Games,11
2179,625257520,2405958656,0,34694,4,12+,Games,12
2180,625334537,83931136,1.99,266440,5,4+,Games,1
2181,625411864,438601728,4.99,105,4.5,12+,Games,1
2182,625740630,5907456,2.99,14,3,4+,Productivity,1
2183,625985591,31798272,0,2485,4.5,4+,Games,1
2184,625994547,71026688,0,68,3,12+,Entertainment,2
2185,626362411,36395008,2.99,261,3.5,4+,Health & Fitness,1
2186,626469977,232590336,0,100035,4.5,4+,Games,1
2187,626583252,118618112,1.99,24530,4.5,4+,Photo & Video,5
2191,627879091,170172416,4.99,662,4,12+,Games,1
2192,627880433,270895104,4.99,308,5,12+,Games,1
2193,627986929,30252032,0,172,2,4+,News,1
2194,627994145,17430528,0,900,4.5,4+,Games,1
2195,628267678,52387840,0,2199,4.5,4+,Games,1
2196,628677149,123047936,0,112603,4.5,4+,Weather,39
2197,629059031,37103616,1.99,1490,4.5,12+,Games,1
2200,631073589,50511872,1.99,24,3.5,17+,Utilities,1
2201,631446426,42598400,3.99,349,4.5,4+,Education,6
2203,632064672,5627904,4.99,3,2,4+,Education,1
2204,632079234,153100288,2.99,3473,4,12+,Games,1
2205,632231181,99851264,0,70,2.5,4+,Sports,17
2206,632285588,112562176,0,11900,4,4+,Games,1
2207,632297587,717484032,2.99,408,4,12+,Games,1
2208,632311326,95661056,0,48032,4.5,4+,Games,1
2209,632344249,52653056,0,1214,3.5,4+,Games,25
2210,632344648,27680768,0,612,2.5,4+,Music,8
2211,632460897,9931776,0,6,5,4+,Games,2
2213,632598552,288161792,0.99,263,3.5,4+,Games,2
2214,632827808,131477504,0,122868,4.5,4+,Games,11
2215,633443676,1654582272,4.99,6764,4,17+,Games,5
2216,633625517,2272493568,9.99,373,4,12+,Games,1
2217,634013256,384600064,6.99,516,4.5,4+,Games,5
2218,634158738,18964480,1.99,2152,5,4+,Reference,3
2219,634235735,87994368,2.99,14407,5,4+,Games,14
2220,634329875,36301824,0,323,2.5,4+,Games,5
2221,634467171,30717952,0.99,1338,4,4+,Photo & Video,1
2222,634672279,408755200,0,3278,2.5,4+,Games,1
2224,634885478,2213945344,2.99,425,4.5,4+,Games,1
2225,634896669,128416768,0,804,5,17+,Health & Fitness,2
2226,635080617,74799104,0,416,4,12+,Games,18
2228,635206028,129157120,0,417,4.5,4+,Education,24
2229,635252156,206322688,3.99,953,4.5,4+,Entertainment,1
2230,635573390,113509376,0,134080,5,12+,Games,1
2232,635819133,346927104,2.99,452,4.5,9+,Games,1
2233,635966718,83949568,0,20383,5,4+,Education,24
2234,636240052,110701568,0,6407,4.5,4+,Health & Fitness,10
2235,636248681,110566400,1.99,304,4,4+,Health & Fitness,10
2236,636344719,102875136,0,0,0,4+,Finance,2
2237,636485814,119598080,2.99,1690,4.5,9+,Health & Fitness,4
2238,637897973,130174976,1.99,252,4.5,4+,Games,1
2239,638143733,34791424,0,19,4.5,12+,Shopping,2
2240,638689075,175876096,0,80801,4.5,4+,Games,14
2241,638714159,470513664,3.99,0,0,4+,Education,1
2242,638853147,181628928,0,22302,3.5,4+,Games,11
2243,639219540,17518592,3.99,0,0,12+,Games,2
2246,639615384,695918592,0.99,1522,4,9+,Games,1
2247,639930688,842893312,0,151559,4.5,12+,Games,1
2250,640111933,1744486400,0,301182,4.5,12+,Games,1
2251,640199958,34959360,0,762,3.5,4+,Reference,1
2253,640360962,82531328,0,14402,4.5,4+,Social Networking,4
2254,640364616,126036992,4.99,98036,4.5,9+,Games,5
2256,640484311,130421760,2.99,261,5,4+,Games,10
2257,640564761,52312064,4.99,537,4.5,4+,Photo & Video,10
2258,640702076,168208384,2.99,1617,4.5,4+,Education,1
2259,640941236,321802240,3.99,1286,3.5,4+,Entertainment,1
2260,640999250,16596992,0.99,9,4,17+,Entertainment,2
2261,641519483,28557312,0.99,144,4.5,4+,Games,16
2262,641900855,198511616,0,11505,4.5,4+,Productivity,15
2263,642064350,40071168,0,15053,4.5,12+,Music,3
2264,642091851,112109568,0,94,3,17+,Entertainment,2
2265,642821482,499580928,0,75793,4,4+,Games,10
2266,642831690,86220800,0,40227,4.5,12+,Games,2
2267,643165438,54294528,2.99,64,3.5,4+,Education,0
2268,643496868,94750720,0,36404,4,4+,Social Networking,34
2270,643791032,118291456,0,10,2.5,4+,Games,22
2271,643857704,63271936,0,412,3,4+,Health & Fitness,1
2272,644077827,41422848,9.99,135,5,4+,Music,1
2273,644106186,128413696,0.99,220,4.5,4+,Music,5
2274,644245630,133537792,5.99,5,4,4+,Education,1
2275,645384141,25072640,4.99,263,4.5,4+,Navigation,9
2276,645422116,186402816,2.99,14,4.5,4+,Book,2
2277,645675002,927440896,2.99,168,4,4+,Games,1
2278,645682444,104749056,0,6482,4.5,4+,Productivity,1
2279,645704840,112141312,0,6970,4.5,4+,Games,1
2280,645705454,126050304,0,53415,4.5,17+,Games,1
2281,645746786,112843776,4.99,9731,5,4+,Photo & Video,1
2283,645794505,9694208,0.99,165,4.5,4+,Finance,4
2284,645797558,144809984,3.99,597,4.5,12+,Games,7
2285,645859810,226834432,0,33724,4.5,4+,Games,1
2287,645949180,138738688,0,21601,4,4+,Games,19
2288,646100661,85273600,0,5233,4,12+,News,3
2289,646436754,191706112,6.99,608,4.5,17+,Games,10
2290,646489967,555233280,4.99,852,3.5,9+,Games,6
2291,646504584,24403968,0.99,2,3.5,4+,Education,16
2292,646619812,94908416,0,111,2.5,4+,Lifestyle,1
2294,647554947,18268160,1.99,306,4,4+,Photo & Video,1
2295,647594931,85420032,0,7427,4.5,4+,Lifestyle,8
2296,647804489,103740416,0,741,4.5,4+,Games,15
2297,648019675,563081216,6.99,1772,4.5,9+,Games,1
2298,648228242,106000384,0,542,3.5,17+,Social Networking,1
2299,648668184,38466560,0,60601,4.5,17+,Games,1
2301,648862644,11747328,4.99,818,4.5,4+,Photo & Video,11
2302,648998642,915262464,5.99,438,4.5,4+,Book,1
2303,649181106,138967040,2.99,218,4,4+,Education,18
2304,649202100,23582720,1.99,330,3,12+,Weather,1
2305,649246860,59233280,2.99,581,4,4+,Weather,14
2308,649820448,77472768,5.99,1034,3.5,4+,Finance,1
2309,649822618,449130496,0,4475,4,4+,Games,1
2310,649983655,110870528,0.99,945,5,17+,Games,1
2311,650276551,142803968,0,6808,4.5,4+,Health & Fitness,8
2312,650645305,183631872,0,325,3.5,4+,Entertainment,1
2313,650684932,78813184,9.99,521,4,4+,Travel,1
2314,650715760,125425664,2.99,181,4,4+,Photo & Video,9
2315,651209536,335650816,0,6055,4.5,4+,Games,20
2316,651277515,41937920,2.99,169,4.5,12+,Games,1
2317,651309421,11819008,0,11976,4.5,4+,Social Networking,1
2318,651323845,21944320,0,128,5,4+,Travel,2
2319,651510680,265484288,0,393469,4.5,4+,Games,26
2320,651978174,395522048,0.99,2470,4,4+,Games,18
2321,652039347,53260288,0,5030,4,4+,Games,1
2322,652077009,87713792,2.99,5102,4.5,4+,Education,18
2323,652138155,30641152,2.99,47,4,4+,Games,1
2324,652945710,67786752,0,23160,4.5,4+,Games,7
2325,653031147,94605312,2.99,1875,4.5,4+,Health & Fitness,14
2326,653146633,146871296,0,146,2.5,4+,Sports,1
2327,653298682,222722048,0,2177,4.5,9+,Photo & Video,30
2330,653384976,143166464,0,0,0,17+,Lifestyle,1
2331,653453499,51133440,3.99,1189,4.5,4+,Health & Fitness,6
2332,653508448,170844160,0,111579,4.5,9+,Games,12
2333,653967729,44654592,0,18072,4.5,4+,Games,1
2334,654662054,19279872,1.99,155,4,4+,Productivity,2
2335,654810212,103856128,0,1722,4.5,4+,Health & Fitness,8
2337,654898029,62558208,2.99,2122,5,12+,Games,16
2338,655619282,1790959616,6.99,9097,4,17+,Games,5
2339,655749677,1015242752,3.99,5513,4.5,17+,Games,1
2340,655890150,43640832,19.99,559,4,4+,Productivity,11
2341,655903467,51890176,2.99,184,4,17+,Productivity,54
2342,656163700,60375040,0.99,726,4.5,9+,Games,1
2343,656176278,1271361536,0,45270,4.5,17+,Games,15
2345,656723874,49221632,2.99,348,3.5,12+,Games,1
2346,656773485,170045440,2.99,226,4,4+,Games,1
2347,656951157,135050240,4.99,15030,4.5,12+,Games,13
2348,656971078,182361088,0,155903,4.5,12+,Games,1
2349,657189652,103040000,0,13436,4.5,12+,Health & Fitness,15
2350,657222343,76668928,0.99,303,4.5,4+,Health & Fitness,26
2352,657395017,190652416,6.99,78,5,9+,Games,1
2353,657500465,255747072,0,123859,4.5,4+,Games,13
2354,657638474,55465984,2.99,108,4.5,4+,Games,1
2355,657675944,40534016,0,9,4.5,12+,Games,1
2356,657811530,146302976,2.99,5078,4.5,4+,Games,13
2357,658257516,110575616,0,142,2.5,4+,Sports,1
2358,658293394,64293888,0,218024,4.5,4+,Games,16
2359,658426204,313371648,2.99,452,4,4+,Entertainment,3
2361,658785238,61737984,0,0,0,17+,News,2
2362,658828559,56049664,1.99,289,4.5,4+,Games,1
2363,659283309,253294592,0,29090,4.5,12+,Games,11
2364,659353189,189254656,2.99,386,4.5,4+,Photo & Video,12
2365,659425518,935366656,0,41277,4.5,9+,Games,10
2366,659448144,79953920,2.99,477,4.5,4+,Education,16
2367,659563061,49570816,0,14682,3.5,4+,Shopping,1
2368,659672658,15432704,0.99,294,3.5,12+,Productivity,30
2369,660617252,42519552,9.99,0,0,4+,Education,1
2370,660653351,33111040,0,77,3.5,17+,News,2
2371,660687537,69730304,2.99,195,3.5,12+,Games,2
2372,660842333,200338432,0,1458,4.5,4+,Entertainment,1
2373,660982355,802537472,0.99,3525,4.5,9+,Games,13
2374,661149814,74008576,0,22,5,4+,Travel,31
2375,662001778,45628416,0,7,4,4+,Education,2
2376,662090840,51005440,1.99,9035,4.5,4+,Entertainment,11
2377,662569685,59541504,1.99,3311,4.5,4+,Games,1
2378,662611545,72475648,0.99,26,3.5,12+,Games,2
2379,662749248,59232256,0,1525,4.5,4+,Utilities,31
2380,663068211,25284608,2.99,1436,4.5,4+,Games,1
2381,663547503,78278656,3.99,1622,4.5,9+,Games,1
2382,663820495,341276672,0.99,702,4,12+,Games,11
2383,663965632,25169920,0,897,3.5,12+,Games,16
2384,664425773,25640960,0,689,2.5,4+,Photo & Video,20
2385,664457128,45851648,0,248,4,4+,Education,6
2386,664575829,181924864,0,39217,4.5,4+,Games,12
2387,664783704,1497927680,4.99,2054,4.5,9+,Games,1
2388,664939913,78533632,0,5684,4,4+,Lifestyle,5
2389,665001825,91312128,0.99,5305,4.5,9+,Games,6
2390,665678340,24664064,2.99,362,4.5,4+,Health & Fitness,1
2391,665795633,185886720,0,0,0,4+,Travel,1
2392,665873523,113300480,0,4861,4.5,4+,Shopping,1
2393,666202151,99328000,2.99,1033,4.5,4+,Utilities,12
2396,666508823,889060352,4.99,3376,4.5,12+,Games,1
2397,666575946,187350016,0,1274,4.5,4+,Photo & Video,10
2398,667362389,460077056,1.99,36809,5,9+,Games,1
2399,667579844,51470336,1.99,1702,4,4+,Utilities,9
2400,667728512,220386304,0,107916,4,9+,Games,29
2401,667819594,177529856,1.99,2971,4.5,4+,Photo & Video,24
2403,668159524,165612544,0,15399,4.5,4+,Games,1
2404,668354926,14665728,5.99,3610,4.5,4+,Photo & Video,1
2405,668515245,29184000,0,1,4,4+,Food & Drink,1
2406,668533031,128899072,0,41,4.5,4+,Shopping,1
2407,668576857,181036032,2.99,9,4.5,4+,Entertainment,1
2408,668598022,298639360,2.99,273,3.5,4+,Book,20
2409,669196929,119949312,4.99,4511,4.5,4+,Music,7
2410,669198374,76720128,1.99,3431,4.5,4+,Music,7
2411,669287954,87296000,0,488,3.5,12+,Games,1
2415,669835030,22989824,4.99,150,3,4+,Utilities,2
2417,670109767,105250816,4.99,238,4.5,12+,Games,1
2418,670133026,31154176,6.99,530,4,17+,Photo & Video,28
2420,670910957,17336320,0.99,259,4.5,4+,Social Networking,2
2421,671123035,25294848,0.99,299,5,4+,Games,12
2422,671464704,1182578688,0,23779,4.5,9+,Games,32
2423,671867510,198499328,4.99,1761,4.5,4+,Productivity,15
2424,671889349,225522688,0,0,0,12+,Reference,2
2425,672002602,3671040,2.99,409,4,9+,Games,2
2426,672150402,153955328,0,241929,4.5,9+,Games,4
2427,672151350,33232896,0,0,0,17+,Lifestyle,19
2428,672175251,97841152,2.99,1501,5,12+,Food & Drink,1
2429,672828590,250150912,0,53285,4.5,17+,Games,1
2430,673041243,1978368,0,0,0,9+,Entertainment,2
2431,673120263,35266560,1.99,6696,4,4+,Lifestyle,10
2433,673354210,167804928,0,9930,4,12+,Games,1
2435,673612506,363242496,0.99,317,4.5,4+,Games,4
2436,673672983,896147456,2.99,0,0,4+,Games,1
2437,673673795,12126208,4.99,1476,4.5,4+,Utilities,9
2438,674069291,88988672,0,668,3,4+,Education,1
2439,674385418,16912384,0.99,5,4.5,4+,Photo & Video,2
2440,674474596,34455552,0,0,0,12+,Entertainment,2
2442,674590967,1995877376,20.99,0,0,4+,Navigation,2
2443,674657235,906462208,0,64586,4.5,12+,Games,15
2444,675054186,172608512,14.99,896,4,4+,Business,10
2445,675628523,46197760,0,5222,4,4+,Entertainment,1
2446,676201334,33662976,0,58,3,4+,Photo & Video,4
2447,678448523,93094912,1.99,10239,4.5,4+,Games,9
2448,678861146,95670272,2.99,352,4.5,4+,Education,21
2449,679454835,16485376,2.99,613,4,4+,Photo & Video,1
2450,679753195,227790848,0,2641,3.5,12+,Sports,1
2451,680022952,240198656,0,81648,4.5,4+,Games,8
2452,680170305,102137856,2.99,4137,4.5,4+,Health & Fitness,17
2454,680258201,15210496,0,599,4.5,4+,Photo & Video,1
2455,680268481,112906240,0.99,6,4,4+,Education,4
2456,680366065,851309568,3.99,2036,4.5,12+,Games,1
2457,680436745,79237120,0.99,2817,4.5,12+,Games,13
2458,680581294,199843840,0.99,598,4.5,9+,Games,10
2459,680733772,958016512,0,5526,4.5,12+,Games,14
2460,680819774,143726592,0,9303,3.5,12+,Entertainment,55
2461,681370499,910774272,0,27738,4.5,9+,Games,1
2462,681814050,141105152,1.99,12376,4.5,4+,Games,10
2463,681942253,73767936,1.99,511,4,4+,Games,6
2464,681966300,56918016,4.99,217,4,4+,Games,2
2465,682046579,669071360,3.99,1922,4,4+,Education,58
2470,683942610,193986560,2.99,1582,4.5,4+,Entertainment,18
2473,685214412,101036032,0,0,0,4+,Lifestyle,2
2474,685310398,42368000,0,4640,4.5,9+,Utilities,1
2475,685675706,124966912,0,110062,4.5,4+,Games,9
2476,685857245,132628480,0,4283,4.5,4+,Health & Fitness,14
2478,686365571,467697664,0,27122,4.5,12+,Games,1
2479,686420990,62374912,0,145,4.5,4+,Games,14
2480,686449807,71896064,0,7573,4,4+,Social Networking,8
2481,686542963,1117057024,0,9109,4,4+,Games,7
2482,686910560,59791360,0,78,4,17+,Utilities,1
2484,687421118,285338624,4.99,501,4.5,4+,Health & Fitness,1
2485,687792357,38898688,0,778,3,4+,Photo & Video,2
2486,687877464,104550400,0,8516,4.5,12+,Games,6
2487,687888390,3646993408,1.99,7078,4.5,12+,Games,1
2488,688285246,164665344,2.99,725,4.5,12+,Games,1
2489,688319243,53941248,2.99,20200,4.5,4+,Photo & Video,1
2490,688831692,72655872,5.99,1718,4.5,4+,Photo & Video,12
2491,688983474,66921472,2.99,529,4.5,4+,Games,1
2492,689165391,265646080,0,58,3.5,4+,Education,2
2493,689180123,259412992,0,205,3.5,12+,Games,1
2494,689859603,54693888,0,220,4.5,4+,Photo & Video,9
2495,689936776,97187840,2.99,1238,4,4+,Education,18
2496,690016261,262037504,0,816,4.5,4+,Games,1
2497,690106176,536041472,0,314,3.5,4+,Education,1
2498,690215614,440152064,0,202,4,4+,Entertainment,2
2499,690602681,88594432,0,18,4,4+,Shopping,8
2500,690802539,18952192,0.99,172,4,4+,Education,1
2501,690852527,98864128,0,60488,4.5,4+,Games,7
2502,691025552,101650432,2.99,9021,4.5,4+,Photo & Video,9
2503,691102150,30543872,1.99,1072,4.5,4+,Games,1
2504,691121579,19179520,1.99,1477,4,4+,Utilities,11
2505,691617940,86040576,0,1625,3,4+,Food & Drink,1
2506,691797987,82697216,0,10118,3.5,12+,Music,32
2508,692412579,272471040,0,50593,4.5,4+,Games,9
2509,692669501,312680448,0,47963,4,9+,Games,11
2510,692717444,775233536,0,23895,4.5,12+,Games,13
2512,693045097,613933056,2.99,684,4.5,12+,Games,11
2514,693689912,118697984,0,3546,3,4+,Education,1
2516,694047660,141714432,0.99,173,4.5,4+,Finance,11
2517,694133485,92510208,0,21858,4.5,4+,Finance,1
2518,694133630,117793792,0,1636,4.5,4+,Music,22
2519,694164275,211343360,0,28654,4.5,4+,Photo & Video,15
2521,694580816,79643648,0,118,4.5,12+,Entertainment,1
2522,694647259,96517120,4.99,1525,4.5,4+,Photo & Video,10
2523,694695717,92291072,1.99,205,3.5,4+,Games,1
2525,694972182,224596992,0,65831,4.5,4+,Games,14
2526,695108484,82700288,2.99,2347,4.5,4+,Games,6
2527,695187101,84885504,3.99,91,4.5,12+,Medical,1
2529,695948278,179770368,0,3858,4.5,12+,Games,46
2530,696450432,71966720,2.99,209,4.5,4+,Games,1
2531,696565994,144713728,0,99206,4.5,12+,Games,1
2532,697927927,76848128,6.99,11768,4.5,4+,Productivity,9
2533,697996579,109421568,0,11250,4.5,12+,Games,12
2535,698054232,103056384,0,1609,3,12+,Social Networking,11
2536,698154775,66485248,0.99,364,4.5,4+,Health & Fitness,15
2537,698255242,69076992,0,370370,5,4+,Games,1
2538,698925807,12734464,0,1452,4.5,4+,Utilities,14
2539,699687299,71624704,0.99,296,4,4+,Games,10
2540,700227648,151481344,4.99,602,4.5,4+,Games,1
2541,700440156,174737408,59.99,29,4.5,4+,Education,1
2542,700513526,14417920,3.99,63,4.5,4+,Music,3
2543,700637744,2219819008,1.99,15855,5,4+,Games,1
2544,700653178,515005440,0,1005,4.5,12+,Games,7
2546,700793523,72974336,2.99,1259,4.5,4+,Games,17
2547,700970012,263766016,0,41214,4.5,4+,Games,1
2548,701112447,101669888,1.99,1245,5,4+,Health & Fitness,1
2549,701598884,15577088,0.99,91,4.5,4+,Games,2
2550,702810576,247033856,0,2963,4.5,12+,Games,1
2551,702871560,269298688,0,1929,5,4+,Games,1
2552,703177890,134952960,0,12755,4.5,4+,Productivity,16
2556,705211891,146573312,0,25152,4.5,9+,Games,17
2558,706099830,105143296,0,55783,4.5,4+,Games,5
2559,707189889,94261248,0,1019,3.5,4+,Education,1
2560,708142626,51465216,0,1862,3.5,4+,Games,1
2561,708196645,428865536,7.99,4336,4.5,9+,Games,11
2562,708379313,54193152,0,3687,4,12+,Music,1
2563,708388097,142579712,3.99,148,4,4+,Games,1
2564,708600202,110595072,0,391401,4.5,4+,Games,1
2565,709003148,73193472,0,31,4.5,12+,Book,1
2567,710380093,103233536,0,274,2,4+,Social Networking,8
2568,710535379,144820224,0,20251,4.5,17+,Sports,18
2569,711074743,99644416,0,13898,3,12+,Sports,1
2570,711455226,138510336,0,15617,4.5,9+,Games,20
2571,711923939,90040320,0,23775,4.5,4+,Finance,1
2572,714086913,269532160,0,6013,4,9+,Games,1
2573,714180827,140150784,4.99,257,4.5,4+,Education,8
2574,714463714,366681088,15.99,88,3.5,4+,Education,1
2576,714796093,106808320,0,107797,4.5,4+,Games,14
2577,715441573,357237760,0,154,3.5,9+,Games,1
2578,715822238,58384384,2.99,2535,4.5,4+,Games,1
2579,716262008,30316544,0,2227,4.5,4+,Lifestyle,1
2580,716697016,77581312,0,5,3.5,4+,Education,4
2582,716932895,60180480,0,5424,4.5,4+,Entertainment,1
2583,717545062,77565952,0,83,3,4+,Utilities,21
2584,717555969,144881664,0,4361,4.5,4+,Games,1
2585,717628209,389505024,0,151,4.5,9+,Games,1
2586,718043190,45045760,4.99,5405,4.5,4+,Productivity,6
2587,718082838,533006336,2.99,536,4,4+,Education,18
2589,718153412,123780096,0,16968,4.5,17+,Games,12
2590,718421443,139014144,0,72989,4.5,12+,Games,5
2591,719219382,166014976,0,6676,4.5,4+,Education,7
2592,719320397,54100992,1.99,1072,4.5,4+,Games,1
2593,719401490,698171392,14.99,2998,4.5,9+,Games,12
2595,719829352,15021056,0,1037,3,12+,Social Networking,13
2596,719858778,23707648,0,0,0,17+,Catalogs,1
2597,719972451,100554752,0,25947,4.5,4+,Food & Drink,1
2598,720068876,168042496,4.99,2816,4.5,4+,Games,9
